query_id,topic,turn,raw,human,rewriter_1_rewrite,rewriter_2_rewrite,r1_delta_R@100,r1_delta_RR@10,r1_delta_nDCG@10,r1_classification,r2_delta_R@100,r2_delta_RR@10,r2_delta_nDCG@10,r2_classification
93_5,93,5,Is it better to be a franchise or independent?,Is it better to be a Burger King franchisee or an independent restaurant owner?,Is it better to be a Burger King franchise owner or an independent business owner?,Is it better to be a Burger King franchise owner or an independent restaurant owner? fast food business ownership solo venture,-0.42857142857142855,-0.1,-0.06362078819895171,degraded,-0.42857142857142855,-0.1,-0.06362078819895171,degraded
93_6,93,6,What support does it provide?,What support does the franchise provide?,What support does Burger King provide for opening a franchise?,What support does Burger King provide to franchisees? franchise assistance training,1.0,0.5,0.24421250363064598,improved,0.8,1.0,0.5110303792074372,improved
94_1,94,1,How did snowboarding begin?,How did snowboarding begin?,How did snowboarding begin?,How did snowboarding begin? origins history,0.0,0.0,0.0,tied,-0.08823529411764708,-0.5,-0.037232104714052555,degraded
94_2,94,2,Interesting. That's later than I expected. Who were the winners?,Interesting. That's later than I expected. Who were the winners of snowboarding events in the 1998 Winter Olympics?,Who were the winners of the first snowboarding competitions?,Who were the winners of the first snowboarding competitions? snowboarding contests,0.07142857142857142,0.14285714285714285,0.04941716195239893,improved,0.21428571428571427,0.0,0.0,tied
94_3,94,3,What are strap-in bindings?,What are strap-in snowboard bindings?,What are strap-in bindings?,What are strap-in bindings? snowboard bindings straps,0.0,0.0,0.0,tied,0.30000000000000004,0.0,-0.07484704240320866,degraded
94_4,94,4,What's an alternative to this binding style?,What's an alternative to the strap-in binding style for snowboarding?,What are alternatives to strap-in snowboarding bindings?,What is an alternative to strap-in bindings? strap-in binding alternatives snowboarding bindings,0.6666666666666666,0.2,0.03186977168669396,improved,0.4444444444444444,0.2,0.09560931506008186,improved
94_5,94,5,What else do I need for my first time?,What else besides bindings do I need for my first time snowboarding?,What else is needed for a first time snowboarding experience?,What else do I need for my first time snowboarding? snowboarding gear equipment,0.1111111111111111,0.0,0.0,tied,0.2777777777777778,0.3333333333333333,0.17437582178885902,improved
94_6,94,6,How can I teach myself to get started?,How can I teach myself to get started snowboarding?,How can I teach myself to start snowboarding?,How can I teach myself to get started with snowboarding? learn snowboarding beginner guide,0.027777777777777776,0.0,0.0,tied,0.4166666666666667,1.0,0.5093253363890499,improved
94_7,94,7,What are the best slopes in Seattle?,What are the best snowboarding slopes for beginners around Seattle?,best slopes in Seattle,best slopes in Seattle skiing snowboarding mountains,0.0,0.6666666666666667,0.06673768929853467,improved,0.0,-0.3333333333333333,-0.06673768929853467,degraded
94_8,94,8,What are other things to do at Bachelor?,What are other things to do at Mount Bachelor Ski & Sports,What are other things to do at Bachelor Mountain?,What are other things to do at Bachelor Mountain? Bachelor resort activities,0.0,0.0,0.0,tied,0.25,1.0,0.22269110238364026,improved
95_1,95,1,How are waste and garbage processed?,How are waste and garbage processed?,How are waste and garbage processed?,How are waste and garbage processed? waste management refuse disposal,0.0,0.0,0.0,tied,-0.2096774193548387,0.0,-0.11646869831469862,degraded
95_2,95,2,Interesting. What is the impact of burning on the environment?,Interesting. What is the impact of burning waste and garbage on the environment?,What is the environmental impact of burning waste and garbage?,impact of burning waste and garbage on the environment incineration emissions pollution,0.13043478260869568,1.0,0.3183634130780024,improved,0.19565217391304351,1.0,0.40792892755637017,improved
95_3,95,3,So you can compact them; why does it slow the waste processing?,Why does waste compaction slow the biodegradation of organic waste?,Why does compacting waste slow down the waste processing?,why does compacting waste slow the waste processing garbage compaction,0.14285714285714285,0.0,-0.03521774155777985,degraded,0.14285714285714285,0.0,-0.057208499593824014,degraded
95_4,95,4,How is sewage recycled?,How is sewage recycled?,How is sewage recycled?,How is sewage recycled? wastewater treatment reclamation,0.0,0.0,0.0,tied,-0.2857142857142857,0.75,-0.036660834118680014,degraded
95_5,95,5,What are the pros and cons of recycling vs composting?,What are the pros and cons of recycling vs composting garbage?,What are the pros and cons of recycling vs composting?,What are the pros and cons of recycling vs composting? advantages disadvantages,0.0,0.0,0.0,tied,-0.09523809523809523,-0.2,-0.11271329775576656,degraded
95_6,95,6,Tell me more about biodegradable plastics.,Tell me more about biodegradable plastics.,biodegradable plastics,Tell me more about biodegradable plastics. compostable bioplastics,-0.01851851851851849,0.0,0.2885226689945358,improved,-0.24074074074074076,0.0,0.02286135345871737,improved
95_7,95,7,How are they made?,How are biodegradable plastics made?,How are biodegradable plastics made?,How are biodegradable plastics made? bioplastics synthesis production,0.627906976744186,0.5,0.29025978496956456,improved,0.5116279069767442,1.0,0.4436889294920482,improved
95_8,95,8,How is corn oil used?,How is corn oil used to make biodegradable plastics?,How is corn oil used in the production of biodegradable plastics?,How is corn oil used in biodegradable plastics? maize oil,0.46875,1.0,0.5239205100566744,improved,0.25,0.5,0.19350604516038675,improved
96_1,96,1,How do you make Japanese Yakiniku?,How do you make Japanese Yakiniku ?,How to make Japanese Yakiniku,How do you make Japanese Yakiniku? grilled meat BBQ,0.36,0.0,0.04409646840818948,improved,0.040000000000000036,0.0,0.07622923596038267,improved
96_3,96,3,What are the best Yakiniku restaurants in Tokyo?,What are the best Yakiniku restaurants in Tokyo?,best Yakiniku restaurants in Tokyo,best Yakiniku restaurants in Tokyo BBQ yakiniku-ya,0.0,0.0,-0.12875012648934592,degraded,0.0,-0.25,-0.48109579155712867,degraded
96_4,96,4,Tell me about three star Michelin sushi restaurants there.,Tell me about three star Michelin sushi restaurants in Tokyo.,three star Michelin sushi restaurants in Tokyo,three star Michelin sushi restaurants in Tokyo Michelin-starred sushi Tokyo,0.09999999999999998,0.5,0.05584917661206956,improved,0.125,0.5,0.14853725427691533,improved
96_5,96,5,Oh you need an agent to make reservations?,How do I make dinner reservations in Tokyo restaurants?,Do you need an agent to make reservations at three star Michelin sushi restaurants in Tokyo?,Do you need an agent to make reservations for three star Michelin sushi restaurants in Tokyo? booking concierge,0.16666666666666666,1.0,0.4052195471156028,improved,0.3333333333333333,1.0,0.4052195471156028,improved
96_6,96,6,Tell me other fun things to do there.,Tell me what other fun things there are to do in Tokyo besides eating.,other fun things to do in Tokyo,fun things to do in Tokyo activities attractions,0.25,0.5,0.055541252519999924,improved,0.125,0.0,0.0,tied
96_7,96,7,What is the cost of living there compared to NYC?,What is the cost of living in Tokyo compared to New York City (NYC)?,What is the cost of living in Tokyo compared to NYC?,cost of living in Tokyo compared to NYC Tokyo Kyoto New York City,0.04285714285714287,0.0,0.0758334030622751,improved,0.12857142857142856,0.0,0.18346930276547607,improved
96_8,96,8,What is the salary of foreign law firms there?,What is the salary of working in foreign law firms in Tokyo?,What is the salary of foreign law firms in Tokyo?,What is the salary of foreign law firms in Tokyo? Tokyo Japan,0.25,1.0,0.45418158393416563,improved,0.16666666666666666,1.0,0.5318711208918251,improved
97_1,97,1,Who are the rivals of the Steelers?,Who are the rivals of the Pittsburgh Steelers?,Who are the rivals of the Pittsburgh Steelers?,Who are the rivals of the Steelers? Pittsburgh Steelers opponents enemies,-0.25,0.5,-0.054189906735290005,degraded,-0.31521739130434784,-0.35714285714285715,-0.3875939003581025,degraded
97_2,97,2,What are notable games between Ravens versus Steelers?,What are notable games between Baltimore Ravens versus Pittsburgh Steelers,notable games between Baltimore Ravens and Pittsburgh Steelers,notable games between Baltimore Ravens versus Pittsburgh Steelers Ravens Steelers matchups,-0.056338028169014065,0.0,-0.35003174684711935,degraded,0.04225352112676062,0.0,-0.23230115614546182,degraded
97_3,97,3,And notable moments in their rivalry?,What are notable moments in the Ravens and Steelers rivalry?,notable moments in the rivalry between the Baltimore Ravens and Pittsburgh Steelers,notable moments in the Ravens versus Steelers rivalry Baltimore Ravens Pittsburgh Steelers,0.32,0.1,0.03181039409947586,improved,0.56,0.14285714285714285,0.03668196104968002,improved
97_4,97,4,Tell me more about that Polamalu's interception.,Tell me more about Polamalu's Interception versus Ravens in the 2008 AFC Championship game.,notable moments in the Ravens versus Steelers rivalry Troy Polamalu interception,Troy Polamalu interception Ravens Steelers rivalry interception pick-six,0.75,1.0,0.3903800499921017,improved,0.75,1.0,0.5032251913410369,improved
97_5,97,5,How about his pick-6?,How about Polamalu's interception return touchdown?,Troy Polamalu pick-6 against the Baltimore Ravens,Troy Polamalu pick-6 interception Ravens Steelers touchdown,0.6153846153846154,0.5,0.2796566576164364,improved,0.7692307692307693,1.0,0.7432311736812013,improved
97_6,97,6,Tell me more about the immaculate reception.,Tell me more about the immaculate reception of Pittsburgh Steelers.,Tell me more about the immaculate reception.,Tell me more about the immaculate reception. Franco Harris Steelers Raiders,0.0,0.0,0.0,tied,0.7391304347826086,0.8333333333333334,0.6637169354509377,improved
97_7,97,7,What happened to the stadium?,What happened to Three Rivers stadium?,What happened to the stadium during the Immaculate Reception?,What happened to the stadium of the Immaculate Reception Steelers Three Rivers Stadium,0.2,1.0,0.35882987846469705,improved,0.6,0.3333333333333333,0.17723853493258385,improved
97_8,97,8,Tell me more about their defense.,Tell me more about Steelers' defense scheme.,What happened to the stadium's defense?,Steelers defense defensive unit,0.0,0.0,0.0,tied,0.37777777777777777,1.0,0.4504267513269827,improved
98_1,98,1,What is the environmental cost of food production?,What is the environmental cost of food production?,What is the environmental cost of food production?,What is the environmental cost of food production? ecological impact agriculture sustainability,0.0,0.0,0.0,tied,-0.21621621621621623,-0.875,-0.317318142666061,degraded
98_2,98,2,Oh that much water? How is that for meat?,Oh that much water? How much water is used in meat production?,What is the environmental cost of water usage for meat production?,environmental cost of water use for meat production water footprint livestock,0.07692307692307693,0.25,0.09478836436955078,improved,0.2692307692307693,1.0,0.3399534046040641,improved
98_3,98,3,How much less is used for vegetables?,How much less water is used to produce vegetables compared to meat?,How much less water is used for vegetable production compared to meat production?,How much less water is used for vegetable production than for meat production? vegetables produce crops,0.5555555555555556,0.2,0.20476887433510915,improved,0.5555555555555556,0.16666666666666666,0.19282796612843495,improved
98_4,98,4,What are the benefits of being vegetarian?,What are the benefits of being vegetarian to the environment?,What are the environmental benefits of being vegetarian?,What are the benefits of being vegetarian? plant-based diet meat-free,0.3076923076923077,0.0,0.0,tied,0.07692307692307693,0.0,0.0,tied
98_5,98,5,Are there any health concerns?,Are there any health concerns of being vegetarian?,Are there any health concerns associated with being vegetarian?,Are there any health concerns with being vegetarian? vegetarianism plant-based diet,0.3333333333333333,0.25,0.06756787578982322,improved,0.3333333333333333,0.125,0.019027822392219826,improved
98_6,98,6,What are their sources of proteins?,What are the sources of proteins for vegetarians?,What are the protein sources for vegetarians?,What are the protein sources for vegetarians? plant-based proteins legumes pulses,0.2761904761904762,0.75,0.25456395100423806,improved,0.20952380952380956,0.75,0.4371238358396457,improved
98_7,98,7,Oh almonds? Can you show me recipes with it?,Can you show me vegetarian recipes with almonds?,almond recipes,almond recipes almonds,0.15555555555555556,0.33333333333333337,0.13861170124820227,improved,0.2,0.33333333333333337,0.13328779271137994,improved
98_8,98,8,How do you make the flour?,How do you make almond flour?,How do you make almond flour?,How do you make almond flour? ground almonds meal,0.7058823529411765,0.5,0.20617566682207297,improved,1.0,0.5,0.34223899128515883,improved
99_1,99,1,What is high blood carbon dioxide?,What is high blood carbon dioxide?,What is high blood carbon dioxide?,What is high blood carbon dioxide? hypercapnia hypercarbia,0.0,0.0,0.0,tied,0.5,0.2333333333333333,0.22819765007528445,improved
99_2,99,2,What should you do to treat it?,What should you do to treat hypercapnia?,How to treat high blood carbon dioxide?,treatment for high blood carbon dioxide hypercapnia,0.2,0.14285714285714285,0.11822392831743979,improved,0.0,0.0,0.0,tied
99_3,99,3,How about high cholesterol?,What are treatments for high cholesterol?,How to treat high cholesterol?,How to treat high cholesterol? hyperlipidemia hypercholesterolemia,0.09090909090909093,0.14285714285714285,0.07336392209936005,improved,-0.045454545454545456,0.0,0.0,tied
99_4,99,4,What should I eat to improve it?,What should I eat to improve high cholesterol?,What should I eat to improve high cholesterol?,What should I eat to improve high cholesterol? diet nutrition foods,0.2125,0.2,0.19878113560537433,improved,0.13749999999999998,0.16666666666666666,0.05226551265245022,improved
99_5,99,5,What are the differences between the two fats?,What are the differences between saturated fat and trans fat?,What are the differences between the two types of cholesterol?,differences between the two types of cholesterol fats LDL HDL,0.034482758620689655,0.0,0.0,tied,0.10344827586206896,1.0,0.2895229882348574,improved
99_6,99,6,"So, there are two types.  Is the other fat good for you?",What are the benefits of unsaturated fats?,What are the differences between the two types of cholesterol fats and is the other fat good for you?,Is the other type of cholesterol good for you? HDL good cholesterol,0.018867924528301883,0.15,0.03116757617059908,improved,-0.09433962264150944,-0.1,-0.0636207881989517,degraded
99_7,99,7,Oh I like fish.  What other foods are good sources?,"Oh, I like fish. What foods besides fish are good sources of unsaturated fats?",What foods other than fish are good sources of the good type of fat to improve high cholesterol?,What other foods are good sources of HDL cholesterol? healthy fats good cholesterol,0.08163265306122448,0.0,0.0,tied,-0.08163265306122448,0.0,0.0,tied
99_8,99,8,What types does olive oil contain?,What types of unsaturated fats does olive oil contain?,What types of fats does olive oil contain?,What types of fats does olive oil contain? unsaturated fats lipids,0.033333333333333326,0.14285714285714285,0.1427951440361373,improved,0.06666666666666665,0.0,0.0,tied
100_1,100,1,What causes my teeth to chip off?,What causes my teeth to chip off?,What causes teeth to chip off?,What causes my teeth to chip off? dental fractures chipped teeth,0.1428571428571429,0.5,0.2099526360736611,improved,-0.028571428571428525,0.5,0.1982439104342984,improved
100_2,100,2,"Oh, what can they do to fix it?","Oh, what can dentists do to fix a chipped tooth?",What are the treatments to fix chipped teeth?,how to fix chipped teeth dental treatments repair,0.39622641509433965,1.0,0.31540287304461023,improved,0.4528301886792453,1.0,0.4958359546251138,improved
100_3,100,3,"I have a larger chip, how do the options different?",What are the differences between dental crowns and veneers?,What are the different dental treatment options for fixing a large chipped tooth?,how do the options for fixing a larger chipped tooth differ dental bonding veneers crowns filling,0.043478260869565216,0.0,0.0,tied,0.391304347826087,0.1,0.02120692939965057,improved
100_4,100,4,A crown sounds better. What about using an implant?,How does an implant compare to a crown?,What are the differences between a crown and an implant for fixing a large chip in a tooth?,dental crown vs dental implant for chipped teeth implant tooth replacement,0.0803571428571429,0.0,-0.02081730012905092,degraded,-0.026785714285714246,0.0,0.06124091645117724,improved
100_5,100,5,Which one is more expensive?,Which one of dental implants or crowns is more expensive?,"Which is more expensive, a dental crown or a dental implant for fixing a chipped tooth?",dental crown vs dental implant cost price expense,0.21568627450980393,0.25,0.18438021321924508,improved,0.43137254901960786,0.16666666666666666,0.11465754248855586,improved
100_6,100,6,What is the coverage of the crown in insurance?,What is the coverage of the crown in insurance?,What is the insurance coverage for a dental crown?,What is the insurance coverage for a dental crown? dental insurance reimbursement policy,0.21794871794871795,0.0,0.17890154037097067,improved,0.11538461538461542,-0.25,-0.13713273472768406,degraded
100_7,100,7,I meant medicare,What is the coverage of the crown in medicare?,What is the Medicare coverage for a dental crown?,What is the coverage of the crown in Medicare? medicare insurance,0.65,1.0,0.6638641575272505,improved,0.025,0.0,0.0,tied
100_8,100,8,Show me covered dentists in Seattle,Show me medicare dentists in Seattle,Medicare covered dentists in Seattle,covered dentists in Seattle Medicare providers network,0.0,-0.25,-0.10907458963273321,degraded,0.0,-0.25,-0.10907458963273321,degraded
101_1,101,1,What is Melania Trump's religion?,What is Melania Trump's religion?,What is Melania Trump's religion?,What is Melania Trump's religion? faith belief,0.0,0.0,0.0,tied,0.0,0.0,0.0,tied
101_2,101,2,What did she do before she was married?,What did Melania Trump do before she was married?,What did Melania Trump do before she was married?,What did Melania Trump do before she was married? career profession occupation,0.5714285714285714,0.5,0.29046161065458076,improved,0.625,0.5,0.29046161065458076,improved
101_3,101,3,Does she have children?,Does Melania Trump have children?,Does Melania Trump have children?,Does Melania Trump have children? kids offspring,0.4411764705882353,0.5,0.3224123541090887,improved,0.4411764705882353,0.5,0.29232073905278844,improved
101_4,101,4,How old is he?,How old is Barron Trump?,How old is Melania Trump's husband?,How old is Donald Trump? Donald Trump,0.24561403508771928,1.0,0.33530298173717166,improved,0.08771929824561403,0.0,0.0,tied
101_5,101,5,They met at the Kit Kat Club?  Where is that?,Donald and Melania Trump met at the Kit Kat Club?  Where is the Kit Kat Club?,Where is the Kit Kat Club where Donald and Melania Trump met?,Where is the Kit Kat Club where Donald and Melania Trump met? Kit Kat Club location,-0.3703703703703704,0.0,0.5231273466719889,improved,0.07407407407407407,0.0,0.5889679529189823,improved
101_6,101,6,When did she become a model?,When did Melania Trump become a model?,When did Melania Trump become a model?,When did Melania Trump become a model? fashion career,0.48484848484848486,1.0,0.16008425138538096,improved,0.696969696969697,1.0,0.22863881280561243,improved
101_7,101,7,Do we pay the First Lady?,Does the public pay the First Lady of the United States?,Does the First Lady of the United States receive a salary?,Do we pay the First Lady? salary compensation remuneration,0.17391304347826086,1.0,0.510383325170272,improved,0.0,0.0,0.0,tied
101_8,101,8,What about Ivanka?,Does the public pay Ivanka Trump?,"What is Ivanka Trump's religion, career before marriage, children, age, and whether she is paid?",What about Ivanka Trump? Ivanka,0.0,-0.1111111111111111,-0.08968946801239222,degraded,0.1111111111111111,0.0,0.0,tied
101_9,101,9,And Jared?,Does the public pay Jared Kushner?,Do we pay Jared Kushner?,Does Jared Kushner get paid as the First Lady's husband? Jared Kushner salary payment,0.36363636363636365,0.2,0.08514311764162098,improved,0.45454545454545453,0.0,0.0,tied
101_10,101,10,What does he do at the White House?,What does Jared Kushner do at the White House?,What does Jared Kushner do at the White House?,What does Jared Kushner do at the White House? Jared Kushner,0.7692307692307693,0.5,0.36810567647960857,improved,0.6923076923076923,0.5,0.33201538953713416,improved
102_1,102,1,When did social security start in the US?,When did social security start in the United States (US)?,When did social security start in the US?,When did social security start in the US? Social Security Act,0.0,0.0,0.0,tied,0.20370370370370372,0.5,0.17615171427395654,improved
102_2,102,2,Was it mandatory?,Was social security mandatory?,Was Social Security mandatory when it started in the US?,Was US social security mandatory? compulsory required,0.22727272727272724,0.14285714285714285,0.10514395275997239,improved,0.3181818181818182,1.0,0.06591300442934625,improved
102_3,102,3,Who received the first check?,Who received the first social security check?,Who received the first US Social Security check?,Who received the first US social security check? social security benefits payment,0.26666666666666666,0.16666666666666666,0.14201905717762703,improved,0.2,0.0,0.0,tied
102_4,102,4,When did the government start borrowing from it?,When did the government start borrowing from social security?,When did the US government start borrowing from Social Security?,When did the US government start borrowing from social security? Social Security Trust Fund OASDI,0.6071428571428571,1.0,0.36954279815069074,improved,0.5,0.3333333333333333,0.3025499024025344,improved
102_5,102,5,How much is owed?,How much money is owed to social security?,How much does the US government owe to Social Security?,How much is owed to social security US government borrowing Social Security Trust Fund debt,0.10526315789473684,1.0,0.251521397922139,improved,0.631578947368421,1.0,0.4166323818554792,improved
102_6,102,6,When will it run out of money?,When will social security run out of money?,When will US Social Security run out of money?,When will US social security run out of money? Social Security Trust Fund insolvency depletion,0.4782608695652174,0.25,0.31561692740233804,improved,0.6521739130434783,0.3333333333333333,0.30317064668593124,improved
102_7,102,7,Wow! What will happen?,Wow! What will happen if social security runs out of money?,What will happen when US Social Security runs out of money?,What will happen when Social Security runs out of money? Social Security insolvency depletion,0.2631578947368421,0.0,0.0,tied,0.15789473684210525,0.0,0.0,tied
102_8,102,8,Can it be fixed?,Can social security be fixed?,Can US Social Security be fixed?,Can US social security be fixed? social security solvency solutions reform,0.10714285714285714,0.25,0.11979882110600878,improved,0.21428571428571427,0.25,0.09076689934254988,improved
102_9,102,9,How much of an increase?,How much of a tax increase will keep social security solvent?,How much of an increase is needed to fix US Social Security?,How much of an increase to fix social security? increase raise hike,0.03571428571428571,0.0,0.0,tied,0.14285714285714285,0.1111111111111111,0.01808392054054289,improved
103_1,103,1,Why were the Dead such an influential live band?,Why were the Grateful Dead such an influential live band?,Why were the Grateful Dead such an influential live band?,"Why were the Grateful Dead such an influential live band? Grateful Dead ""The Dead""",0.11764705882352941,0.0,0.0,tied,0.05882352941176469,-0.5,-0.12008859049118341,degraded
103_2,103,2,Why did they allow live recordings?,Why did the Grateful Dead allow live recordings?,Why did the Grateful Dead allow live recordings?,Why did the Grateful Dead allow live recordings? taping bootlegs,0.42857142857142855,1.0,0.40241478690490895,improved,0.7142857142857143,1.0,0.66995189406051,improved
103_3,103,3,Did they have a #1 hit?,Did the Grateful Dead have a number one hit?,Did the Grateful Dead have a #1 hit?,Did the Grateful Dead have a #1 hit? Grateful Dead,0.2608695652173913,0.0,0.0,tied,0.17391304347826086,0.0,0.0,tied
103_4,103,4,Who was the leader?,Who was the leader of the Grateful Dead?,Who was the leader of the Grateful Dead?,Who was the leader of the Grateful Dead? lead guitarist frontman,0.10526315789473684,0.0,0.0,tied,0.3684210526315789,1.0,0.33547342030197264,improved
103_5,103,5,How did he lose his finger?,How did Jerry Garcia lose his finger?,How did the leader of the Grateful Dead lose his finger?,How did the leader of the Grateful Dead lose his finger? Jerry Garcia,0.1875,1.0,0.4025623658656642,improved,0.0625,0.3333333333333333,0.10064059146641605,improved
103_6,103,6,What was his relationship to the Airplane?,What was Jerry Garcia's relationship to Jefferson Airplane?,What was the relationship between the leader of the Grateful Dead and Jefferson Airplane?,What was Jerry Garcia's relationship to Jefferson Airplane? Jeffrey Airplane,0.5769230769230769,1.0,0.27255400955931053,improved,0.40384615384615385,1.0,0.7868330810508113,improved
103_8,103,8,Who wrote it?,Who wrote Cassidy?,Who wrote the song Cassidy?,Who wrote the song Cassidy? lyrics songwriter,0.3333333333333333,0.0,0.0,tied,0.16666666666666666,0.0,0.0,tied
103_9,103,9,What else did they write?,What else did John Barlow and Bob Weir write?,"What else did the writer of the song ""Cassidy"" write?",What else did the authors of the song Cassidy write? songwriters compositions,0.0,0.0,0.0,tied,0.0,0.0,0.0,tied
103_10,103,10,Why did the band break up?,Why did the Grateful Dead break up?,Why did the Grateful Dead break up?,Why did the Grateful Dead break up? breakup dissolve split,0.2857142857142857,0.0,0.0,tied,0.14285714285714285,0.0,0.0,tied
104_1,104,1,Who are some of the well-known Information Retrieval researchers?,Who are some of the well-known Information Retrieval researchers?,well-known Information Retrieval researchers,well-known Information Retrieval researchers IR scholars,0.03508771929824561,0.5,0.1936013579844232,improved,0.0,-0.25,-0.06561853192059294,degraded
104_3,104,3,Who are some important British ones?,Who are some important British Information Retrieval researchers?,Who are some well-known British Information Retrieval researchers?,Who are some important British Information Retrieval researchers? IR UK,0.23076923076923078,0.25,0.09478836436955078,improved,0.3076923076923077,0.1111111111111111,0.06625422345438903,improved
104_4,104,4,What did his studies contribute to evaluation?,What did Cyril Cleverdon's studies contribute to the evaluation of Information Retrieval systems?,What did the well-known British Information Retrieval researcher's studies contribute to evaluation?,What did the British Information Retrieval researcher's studies contribute to evaluation? assessment metrics benchmarking,0.25,0.0,0.0,tied,0.0,0.0,0.0,tied
104_6,104,6,How did they influence modern initiatives?,How did the Cranfield Experiments influence modern information retrieval evaluation initiatives?,How did the experiments of important British Information Retrieval researchers influence modern initiatives?,How did the experiments of British Information Retrieval researchers influence modern initiatives? IR evaluation benchmarks,0.42857142857142855,0.3333333333333333,0.06944824527972131,improved,0.8571428571428571,1.0,0.27779298111888523,improved
104_7,104,7,What is TREC?,What is TREC for information retrieval research?,What is TREC?,What is TREC? Text REtrieval Conference,0.0,0.0,0.0,tied,0.33333333333333337,0.8,0.49850946672351076,improved
104_8,104,8,What are some recent tasks?,What are some recent TREC tasks?,What are some recent TREC tasks?,What are some recent TREC tasks? Text REtrieval Conference,0.3333333333333333,0.125,0.09880780467414621,improved,0.7777777777777778,0.25,0.2291802465527149,improved
104_9,104,9,e-Discovery?  What's that?,e-Discovery?  What's that?,What is e-Discovery in the context of TREC tasks?,What is e-Discovery in the context of TREC tasks? electronic discovery,-0.3157894736842105,-0.8888888888888888,-0.3199013546901675,degraded,0.13157894736842113,0.0,0.261520838735382,improved
104_10,104,10,What are the important components of a test collection?,What are the important components of an information retrieval test collection?,What are the important components of a test collection in Information Retrieval?,What are the important components of a test collection? benchmark dataset evaluation corpus,0.2,0.0,0.0,tied,0.0,0.0,0.0,tied
104_12,104,12,What are important measures for web search engines?,What are important evaluation measures for web search engines?,What are important measures for web search engines?,What are important measures for web search engines? metrics evaluation benchmarks,0.0,0.0,0.0,tied,0.05263157894736842,1.0,0.18660113481564067,improved
104_13,104,13,What about online ones?,What are important online evaluation metrics for web search?,What are important measures for online web search engines?,What are important measures for online web search engines? online metrics performance indicators,0.05555555555555555,0.5,0.1083259763160482,improved,0.1388888888888889,1.0,0.08584630515747224,improved
105_1,105,1,When did the Black Lives Matter campaign begin?,When did the Black Lives Matter campaign begin?,When did the Black Lives Matter campaign begin?,When did the Black Lives Matter campaign begin? BLM movement start date,0.0,0.0,0.0,tied,0.09999999999999998,-0.08333333333333331,-0.11478695574125014,degraded
105_2,105,2,Tell me more about what happened.,Tell me more about the shooting of Trayvon Martin.,history of the Black Lives Matter campaign,Black Lives Matter campaign origins and early events BLM movement start,0.06666666666666667,0.25,0.06537980631928178,improved,0.06666666666666667,0.0,0.0,tied
105_3,105,3,Why was he acquitted?,Why was George Zimmerman acquitted?,Why was the person acquitted in the events that led to the start of the Black Lives Matter campaign?,Why was he acquitted?,0.0,0.0,0.0,tied,0.0,0.0,0.0,tied
105_4,105,4,And how about what happened to Brown?,And how what happened to Michael Brown?,What happened to Michael Brown in the context of the Black Lives Matter campaign?,what happened to Michael Brown Black Lives Matter Michael Brown shooting,0.35185185185185186,1.0,0.26279681876866956,improved,0.6111111111111112,1.0,0.4302831623852892,improved
105_5,105,5,Who named the movement?,"Who named the movement ""Black Lives Matter""?",Who named the Black Lives Matter movement?,Who named the Black Lives Matter movement? BLM,0.38461538461538464,0.0,0.0,tied,0.38461538461538464,0.0,0.0,tied
105_6,105,6,What was the US reaction to it?,What was the US reaction to the Black Lives Matter movement?,What was the US reaction to the Black Lives Matter movement?,What was the US reaction to the Black Lives Matter movement? USA response,0.6296296296296297,1.0,0.5227028330697611,improved,0.7777777777777778,1.0,0.6786866664539002,improved
105_7,105,7,Tell me more about the movement of the police supporters.,Tell me more about the Blue Lives Matter movement.,What was the movement of the police supporters in reaction to Black Lives Matter?,movement of the police supporters Blue Lives Matter,0.7,1.0,0.354095394146825,improved,0.9,1.0,0.8315300032740008,improved
105_8,105,8,Why were they killed?,Why were Rafael Ramos and Wenjian Liu killed?,Why were Michael Brown and the individuals associated with the Black Lives Matter campaign's origins killed?,Why were Michael Brown and the victims of the Black Lives Matter movement killed? deaths fatalities,0.3333333333333333,1.0,0.46927872602275644,improved,0.3333333333333333,1.0,0.46927872602275644,improved
105_9,105,9,What else motivates the Black Lives Matter movement?,What else motivates the Black Lives Matter movement?,What else motivates the Black Lives Matter movement?,What else motivates the Black Lives Matter movement? goals objectives drivers,0.0,0.0,0.0,tied,-0.08333333333333337,0.0,-0.09049763742579509,degraded
